,Area,Country,Year,Percent_gdp,constant_usd,usd_per_capita
954,Central Europe,Montenegro,2014,1.47,0.061799999999999994,107.7
955,Central Europe,Poland,2014,1.91,9.053799999999999,271.6
956,Central Europe,Romania,2014,1.35,2.3491999999999997,134.3
957,Central Europe,Serbia,2014,1.94,0.873,102.6
958,Central Europe,Slovakia,2014,0.99,0.9238,183.8
959,Central Europe,Slovenia,2014,0.97,0.4353,235.2
960,Eastern Europe,Belarus,2014,1.27,0.6594,106.0
961,Eastern Europe,Moldova,2014,0.29,0.0312,6.8
962,Eastern Europe,Russia,2014,4.11,64.04990000000001,585.5
963,Eastern Europe,Ukraine,2014,2.25,3.1487,66.4
964,Western Europe,Austria,2014,0.75,3.0981,383.7
965,Western Europe,Belgium,2014,0.97,4.8713,462.7
966,Western Europe,Cyprus,2014,1.55,0.3013,310.6
967,Western Europe,Denmark,2014,1.15,3.6173,716.3
968,Western Europe,Finland,2014,1.45,3.5385,729.8
969,Western Europe,France,2014,1.86,47.8279,827.7
970,Western Europe,Germany,2014,1.15,40.81,548.3
971,Western Europe,Greece,2014,2.35,4.6653,516.9
972,Western Europe,Iceland,2014,,0.0,
973,Western Europe,Ireland,2014,0.46,1.0365,257.8
974,Western Europe,Italy,2014,1.28,24.466900000000003,458.6
975,Western Europe,Luxembourg,2014,0.41,0.2312,454.2
976,Western Europe,Malta,2014,0.49,0.0518,131.4
977,Western Europe,Netherlands,2014,1.16,9.6012,611.6
978,Western Europe,Norway,2014,1.47,5.6262,1426.8
979,Western Europe,Portugal,2014,1.79,3.6884,394.7
980,Western Europe,Spain,2014,1.25,15.2492,367.2
981,Western Europe,Sweden,2014,1.13,5.233899999999999,676.4
982,Western Europe,Switzerland,2014,0.63,4.4786,562.1
983,Western Europe,United Kingdom,2014,2.17,57.000800000000005,1024.0
984,Central Europe,Albania,2015,1.16,0.1664,45.8
985,Central Europe,Bosnia and Herzegovina,2015,1.0,0.167,47.3
986,Central Europe,Bulgaria,2015,1.25,0.7098,87.8
987,Central Europe,Croatia,2015,1.76,0.9381,208.6
988,Central Europe,Czechia,2015,0.95,2.1086,167.9
989,Central Europe,Estonia,2015,2.01,0.5197,352.5
990,Central Europe,Hungary,2015,0.91,1.1594,115.8
991,Central Europe,Kosovo,2015,0.78,0.0544,28.0
992,Central Europe,Latvia,2015,1.04,0.31639999999999996,141.5
993,Central Europe,Lithuania,2015,1.14,0.5391,160.7
994,Central Europe,North Macedonia,2015,0.99,0.10740000000000001,48.1
995,Central Europe,Montenegro,2015,1.4,0.0613,90.7
996,Central Europe,Poland,2015,2.14,10.7745,268.5
997,Central Europe,Romania,2015,1.45,2.71,129.5
998,Central Europe,Serbia,2015,1.83,0.8402000000000001,81.6
999,Central Europe,Slovakia,2015,1.11,1.0957000000000001,181.4
1000,Central Europe,Slovenia,2015,0.93,0.4315,193.5
1001,Eastern Europe,Belarus,2015,1.26,0.6423,75.2
1002,Eastern Europe,Moldova,2015,0.3,0.0319,5.7
1003,Eastern Europe,Russia,2015,4.87,69.0329,458.1
1004,Eastern Europe,Ukraine,2015,3.25,3.8425,65.9
1005,Western Europe,Austria,2015,0.7,2.9623000000000004,307.1
1006,Western Europe,Belgium,2015,0.91,4.690600000000001,372.3
1007,Western Europe,Cyprus,2015,1.65,0.3374,282.4
1008,Western Europe,Denmark,2015,1.11,3.5795,591.3
1009,Western Europe,Finland,2015,1.45,3.6179,620.2
1010,Western Europe,France,2015,1.87,49.136199999999995,708.2
1011,Western Europe,Germany,2015,1.14,41.5107,466.7
1012,Western Europe,Greece,2015,2.47,4.9475,452.0
1013,Western Europe,Iceland,2015,,0.0,
1014,Western Europe,Ireland,2015,0.34,1.0395,214.3
1015,Western Europe,Italy,2015,1.21,23.4282,366.2
1016,Western Europe,Luxembourg,2015,0.45,0.2725,440.1
1017,Western Europe,Malta,2015,0.47,0.0562,119.3
1018,Western Europe,Netherlands,2015,1.13,9.578,511.7
1019,Western Europe,Norway,2015,1.51,5.5851999999999995,1118.3
1020,Western Europe,Portugal,2015,1.79,3.8078000000000003,343.9
1021,Western Europe,Spain,2015,1.27,16.2092,325.4
1022,Western Europe,Sweden,2015,1.07,5.2902,551.7
1023,Western Europe,Switzerland,2015,0.64,4.6645,544.9
1024,Western Europe,United Kingdom,2015,2.03,54.809599999999996,910.9
1025,Central Europe,Albania,2016,1.1,0.1601,45.3
1026,Central Europe,Bosnia and Herzegovina,2016,0.93,0.1657,46.6
1027,Central Europe,Bulgaria,2016,1.25,0.7603,93.8
1028,Central Europe,Croatia,2016,1.6,0.8922,198.8
1029,Central Europe,Czechia,2016,1.0,2.2856,184.1
1030,Central Europe,Estonia,2016,2.05,0.5587000000000001,377.9
1031,Central Europe,Hungary,2016,1.0,1.3245,132.1
1032,Central Europe,Kosovo,2016,0.77,0.0565,29.2
1033,Central Europe,Latvia,2016,1.45,0.456,204.9
1034,Central Europe,Lithuania,2016,1.48,0.7225,219.9
1035,Central Europe,North Macedonia,2016,0.97,0.1119,49.7
1036,Central Europe,Montenegro,2016,1.41,0.0669,98.4
1037,Central Europe,Poland,2016,1.94,10.177700000000002,241.2
1038,Central Europe,Romania,2016,1.41,2.8593,133.6
1039,Central Europe,Serbia,2016,1.75,0.8332999999999999,80.2
1040,Central Europe,Slovakia,2016,1.12,1.1237000000000001,184.3
1041,Central Europe,Slovenia,2016,1.0,0.4853,216.6
1042,Eastern Europe,Belarus,2016,1.25,0.6046,62.7
1043,Eastern Europe,Moldova,2016,0.34,0.0378,6.7
1044,Eastern Europe,Russia,2016,5.43,74.00619999999999,476.6
1045,Eastern Europe,Ukraine,2016,3.15,3.9264,65.8
1046,Western Europe,Austria,2016,0.73,3.188,329.9
1047,Western Europe,Belgium,2016,0.89,4.671399999999999,374.8
1048,Western Europe,Cyprus,2016,1.41,0.3092,252.4
1049,Western Europe,Denmark,2016,1.15,3.8162,629.1
1050,Western Europe,Finland,2016,1.42,3.6321,621.1
1051,Western Europe,France,2016,1.92,51.0413,732.5
1052,Western Europe,Germany,2016,1.15,43.2528,484.9
1053,Western Europe,Greece,2016,2.58,5.1537,467.6
1054,Western Europe,Iceland,2016,,0.0,
1055,Western Europe,Ireland,2016,0.33,1.0472000000000001,213.3
1056,Western Europe,Italy,2016,1.33,26.5403,412.7
1057,Western Europe,Luxembourg,2016,0.41,0.2572,406.8
1058,Western Europe,Malta,2016,0.51,0.0645,136.9
1059,Western Europe,Netherlands,2016,1.16,10.0689,536.8
1060,Western Europe,Norway,2016,1.63,5.7966999999999995,1142.1
1061,Western Europe,Portugal,2016,2.0,4.3998,400.3
1062,Western Europe,Spain,2016,1.14,15.0302,300.5
1063,Western Europe,Sweden,2016,1.05,5.36,551.8
1064,Western Europe,Switzerland,2016,0.66,4.8517,545.5
1065,Western Europe,United Kingdom,2016,1.96,54.6185,804.4
1066,Central Europe,Albania,2017,1.11,0.1662,50.1
1067,Central Europe,Bosnia and Herzegovina,2017,0.86,0.1596,46.6
1068,Central Europe,Bulgaria,2017,1.23,0.7883,101.4
1069,Central Europe,Croatia,2017,1.64,0.9479,220.1
1070,Central Europe,Czechia,2017,0.96,2.2826999999999997,195.3
1071,Central Europe,Estonia,2017,2.01,0.575,407.5
1072,Central Europe,Hungary,2017,1.03,1.4367999999999999,150.4
1073,Central Europe,Kosovo,2017,0.8,0.0605,32.0
1074,Central Europe,Latvia,2017,1.59,0.5177999999999999,247.3
1075,Central Europe,Lithuania,2017,1.71,0.8775,285.5
1076,Central Europe,North Macedonia,2017,0.9,0.10579999999999999,48.4
1077,Central Europe,Montenegro,2017,1.36,0.0686,104.7
1078,Central Europe,Poland,2017,1.89,10.4076,260.1
1079,Central Europe,Romania,2017,1.72,3.8796,184.3
1080,Central Europe,Serbia,2017,1.84,0.8944,90.8
1081,Central Europe,Slovakia,2017,1.11,1.1434000000000002,192.6
1082,Central Europe,Slovenia,2017,0.98,0.49739999999999995,228.2
1083,Eastern Europe,Belarus,2017,1.15,0.5807,66.2
1084,Eastern Europe,Moldova,2017,0.32,0.037,7.6
1085,Eastern Europe,Russia,2017,4.25,59.9688,459.8
1086,Eastern Europe,Ukraine,2017,2.88,3.9240999999999997,73.0
1087,Western Europe,Austria,2017,0.76,3.3474,357.5
1088,Western Europe,Belgium,2017,0.88,4.6743999999999994,388.2
1089,Western Europe,Cyprus,2017,1.58,0.3668,304.3
1090,Western Europe,Denmark,2017,1.14,3.8931999999999998,656.7
1091,Western Europe,Finland,2017,1.35,3.5699,622.6
1092,Western Europe,France,2017,1.91,51.712900000000005,758.7
1093,Western Europe,Germany,2017,1.15,44.479699999999994,510.7
1094,Western Europe,Greece,2017,2.56,5.1496,481.4
1095,Western Europe,Iceland,2017,,0.0,
1096,Western Europe,Ireland,2017,0.3,1.0528,215.7
1097,Western Europe,Italy,2017,1.36,27.3029,435.9
1098,Western Europe,Luxembourg,2017,0.52,0.3419,545.8
1099,Western Europe,Malta,2017,0.48,0.0675,146.7
1100,Western Europe,Netherlands,2017,1.16,10.2889,562.9
1101,Western Europe,Norway,2017,1.72,6.3975,1294.0
1102,Western Europe,Portugal,2017,1.67,3.8045999999999998,357.2
1103,Western Europe,Spain,2017,1.23,16.634,343.9
1104,Western Europe,Sweden,2017,1.02,5.3597,558.0
1105,Western Europe,Switzerland,2017,0.66,4.8806,547.4
1106,Western Europe,United Kingdom,2017,1.92,54.254400000000004,773.8
1107,Central Europe,Albania,2018,1.16,0.1799,61.0
1108,Central Europe,Bosnia and Herzegovina,2018,0.85,0.16540000000000002,51.8
1109,Central Europe,Bulgaria,2018,1.45,0.9732999999999999,136.3
1110,Central Europe,Croatia,2018,1.55,0.926,232.5
1111,Central Europe,Czechia,2018,1.09,2.6918,254.1
1112,Central Europe,Estonia,2018,2.01,0.6047,464.8
1113,Central Europe,Hungary,2018,1.12,1.6787,184.5
1114,Central Europe,Kosovo,2018,0.8,0.0629,35.2
1115,Central Europe,Latvia,2018,2.06,0.7059,367.9
1116,Central Europe,Lithuania,2018,1.97,1.0565,377.1
1117,Central Europe,North Macedonia,2018,0.94,0.1175,57.4
1118,Central Europe,Montenegro,2018,1.37,0.0729,120.0
1119,Central Europe,Poland,2018,2.05,11.7884,317.5
1120,Central Europe,Romania,2018,1.81,4.3149,223.5
1121,Central Europe,Serbia,2018,1.61,0.8216,92.9
1122,Central Europe,Slovakia,2018,1.23,1.3097999999999999,237.7
1123,Central Europe,Slovenia,2018,0.98,0.5194,254.8
1124,Eastern Europe,Belarus,2018,1.18,0.6606000000000001,75.1
1125,Eastern Europe,Moldova,2018,0.33,0.0395,9.2
1126,Eastern Europe,Russia,2018,3.69,57.709300000000006,422.8
1127,Eastern Europe,Ukraine,2018,3.19,4.668399999999999,94.2
1128,Western Europe,Austria,2018,0.74,3.3679,381.1
1129,Western Europe,Belgium,2018,0.89,4.7765,421.5
1130,Western Europe,Cyprus,2018,1.78,0.4333,378.8
1131,Western Europe,Denmark,2018,1.28,4.4536999999999995,792.5
1132,Western Europe,Finland,2018,1.36,3.676,680.2
1133,Western Europe,France,2018,1.84,50.4371,791.0
1134,Western Europe,Germany,2018,1.17,45.7104,558.5
1135,Western Europe,Greece,2018,2.72,5.5043,547.2
1136,Western Europe,Iceland,2018,,0.0,
1137,Western Europe,Ireland,2018,0.29,1.0756,229.7
1138,Western Europe,Italy,2018,1.36,27.5757,468.8
1139,Western Europe,Luxembourg,2018,0.53,0.3519,588.2
1140,Western Europe,Malta,2018,0.44,0.06609999999999999,152.3
1141,Western Europe,Netherlands,2018,1.22,11.156799999999999,651.5
1142,Western Europe,Norway,2018,1.73,6.7401,1412.7
1143,Western Europe,Portugal,2018,1.76,4.1638,416.7
1144,Western Europe,Spain,2018,1.25,17.276799999999998,381.7
1145,Western Europe,Sweden,2018,1.03,5.5367,574.9
1146,Western Europe,Switzerland,2018,0.64,4.9152,555.6
1147,Western Europe,United Kingdom,2018,1.92,54.9794,829.3
1148,Central Europe,Albania,2019,1.3,0.2045,69.5
1149,Central Europe,Bosnia and Herzegovina,2019,0.82,0.1667,50.1
1150,Central Europe,Bulgaria,2019,3.15,2.2346,308.4
1151,Central Europe,Croatia,2019,1.61,1.0046,242.6
1152,Central Europe,Czechia,2019,1.15,2.9658,272.3
1153,Central Europe,Estonia,2019,2.02,0.6457,480.4
1154,Central Europe,Hungary,2019,1.25,2.0002999999999997,211.8
1155,Central Europe,Kosovo,2019,0.83,0.067,36.6
1156,Central Europe,Latvia,2019,2.03,0.706,362.8
1157,Central Europe,Lithuania,2019,2.01,1.127,396.3
1158,Central Europe,North Macedonia,2019,1.16,0.15030000000000002,70.1
1159,Central Europe,Montenegro,2019,1.33,0.0751,117.8
1160,Central Europe,Poland,2019,1.97,11.987,311.1
1161,Central Europe,Romania,2019,1.84,4.7233,238.2
1162,Central Europe,Serbia,2019,2.21,1.1822000000000001,130.4
1163,Central Europe,Slovakia,2019,1.71,1.8707,330.3
1164,Central Europe,Slovenia,2019,1.06,0.5829,275.6
1165,Eastern Europe,Belarus,2019,1.2,0.6999,81.9
1166,Eastern Europe,Moldova,2019,0.36,0.0448,10.6
1167,Eastern Europe,Russia,2019,3.83,60.296,447.0
1168,Eastern Europe,Ukraine,2019,3.52,5.3325,123.2
1169,Western Europe,Austria,2019,0.73,3.342,361.6
1170,Western Europe,Belgium,2019,0.89,4.8834,412.6
1171,Western Europe,Cyprus,2019,1.86,0.469,386.7
1172,Western Europe,Denmark,2019,1.31,4.6662,789.5
1173,Western Europe,Finland,2019,1.35,3.7062,656.1
1174,Western Europe,France,2019,1.84,51.2704,769.5
1175,Western Europe,Germany,2019,1.26,50.1485,586.8
1176,Western Europe,Greece,2019,2.67,5.5012,522.4
1177,Western Europe,Iceland,2019,,0.0,
1178,Western Europe,Ireland,2019,0.28,1.1291,227.9
1179,Western Europe,Italy,2019,1.31,26.8218,435.7
1180,Western Europe,Luxembourg,2019,0.57,0.3965,627.0
1181,Western Europe,Malta,2019,0.51,0.08220000000000001,182.4
1182,Western Europe,Netherlands,2019,1.32,12.3736,701.9
1183,Western Europe,Norway,2019,1.86,7.1315,1402.1
1184,Western Europe,Portugal,2019,1.78,4.3768,418.1
1185,Western Europe,Spain,2019,1.23,17.4444,367.8
1186,Western Europe,Sweden,2019,1.09,6.026,581.9
1187,Western Europe,Switzerland,2019,0.69,5.2775,584.6
1188,Western Europe,United Kingdom,2019,1.98,57.7132,841.9
1189,Central Europe,Albania,2020,1.26,0.1874,65.1
1190,Central Europe,Bosnia and Herzegovina,2020,0.85,0.1675,51.1
1191,Central Europe,Bulgaria,2020,1.54,1.0740999999999998,154.6
1192,Central Europe,Croatia,2020,1.77,1.013,246.8
1193,Central Europe,Czechia,2020,1.33,3.2525,303.7
1194,Central Europe,Estonia,2020,2.36,0.7181000000000001,541.2
1195,Central Europe,Hungary,2020,1.86,2.7712,286.9
1196,Central Europe,Kosovo,2020,1.06,0.079,42.2
1197,Central Europe,Latvia,2020,2.26,0.742,393.5
1198,Central Europe,Lithuania,2020,2.13,1.1741,431.3
1199,Central Europe,North Macedonia,2020,1.25,0.1535,73.7
1200,Central Europe,Montenegro,2020,1.67,0.083,132.1
1201,Central Europe,Poland,2020,2.3,13.7183,362.5
1202,Central Europe,Romania,2020,2.03,5.0523,262.6
1203,Central Europe,Serbia,2020,2.1,1.1212,128.3
1204,Central Europe,Slovakia,2020,1.95,2.0472,374.9
1205,Central Europe,Slovenia,2020,1.06,0.5677000000000001,273.0
1206,Eastern Europe,Belarus,2020,1.17,0.7074,74.9
1207,Eastern Europe,Moldova,2020,0.37,0.0445,11.0
1208,Eastern Europe,Russia,2020,4.26,61.7125,422.9
1209,Eastern Europe,Ukraine,2020,3.81,5.9242,135.5
1210,Western Europe,Austria,2020,0.83,3.6016,399.9
1211,Western Europe,Belgium,2020,1.05,5.4428,469.6
1212,Western Europe,Cyprus,2020,2.05,0.4834,400.5
1213,Western Europe,Denmark,2020,1.4,4.9803999999999995,859.9
1214,Western Europe,Finland,2020,1.53,4.0875,737.7
1215,Western Europe,France,2020,2.01,52.747099999999996,808.1
1216,Western Europe,Germany,2020,1.39,53.211,635.1
1217,Western Europe,Greece,2020,2.81,5.301399999999999,508.6
1218,Western Europe,Iceland,2020,,0.0,
1219,Western Europe,Ireland,2020,0.29,1.1444,231.8
1220,Western Europe,Italy,2020,1.53,28.9213,478.3
1221,Western Europe,Luxembourg,2020,0.63,0.4058,648.2
1222,Western Europe,Malta,2020,0.46,0.068,153.8
1223,Western Europe,Netherlands,2020,1.48,13.085700000000001,763.7
1224,Western Europe,Norway,2020,2.01,7.2699,1341.1
1225,Western Europe,Portugal,2020,1.89,4.303,422.0
1226,Western Europe,Spain,2020,1.36,17.4318,372.8
1227,Western Europe,Sweden,2020,1.16,6.2713,621.0
1228,Western Europe,Switzerland,2020,0.85,6.3896999999999995,738.3
1229,Western Europe,United Kingdom,2020,2.24,60.675,893.8
1230,Central Europe,Albania,2021,1.42,0.22130000000000002,82.3
1231,Central Europe,Bosnia and Herzegovina,2021,0.89,0.1815,58.9
1232,Central Europe,Bulgaria,2021,1.59,1.154,176.4
1233,Central Europe,Croatia,2021,2.74,1.6402999999999999,426.2
1234,Central Europe,Czechia,2021,1.43,3.5744000000000002,367.0
1235,Central Europe,Estonia,2021,2.16,0.7048,576.6
1236,Central Europe,Hungary,2021,1.64,2.6084,288.3
1237,Central Europe,Kosovo,2021,0.94,0.074,42.0
1238,Central Europe,Latvia,2021,2.28,0.7741,442.8
1239,Central Europe,Lithuania,2021,2.02,1.1597,461.2
1240,Central Europe,North Macedonia,2021,1.54,0.1991,103.0
1241,Central Europe,Montenegro,2021,1.74,0.093,157.1
1242,Central Europe,Poland,2021,2.12,13.0024,362.7
1243,Central Europe,Romania,2021,1.95,5.2103,290.8
1244,Central Europe,Serbia,2021,2.09,1.1850999999999998,146.1
1245,Central Europe,Slovakia,2021,1.71,1.875,363.2
1246,Central Europe,Slovenia,2021,1.22,0.6941,353.2
1247,Eastern Europe,Belarus,2021,1.16,0.7266,80.8
1248,Eastern Europe,Moldova,2021,0.41,0.0514,13.0
1249,Eastern Europe,Russia,2021,4.08,63.485099999999996,451.7
1250,Eastern Europe,Ukraine,2021,3.23,5.4227,136.7
1251,Western Europe,Austria,2021,0.8,3.5989,423.0
1252,Western Europe,Belgium,2021,1.08,5.9431,542.6
1253,Western Europe,Cyprus,2021,1.99,0.4905,425.6
1254,Western Europe,Denmark,2021,1.37,5.113,927.4
1255,Western Europe,Finland,2021,2.03,5.5606,1064.1
1256,Western Europe,France,2021,1.95,53.559599999999996,865.8
1257,Western Europe,Germany,2021,1.34,52.4877,667.7
1258,Western Europe,Greece,2021,3.87,7.7439,779.1
1259,Western Europe,Iceland,2021,,0.0,
1260,Western Europe,Ireland,2021,0.26,1.1975,254.4
1261,Western Europe,Italy,2021,1.52,30.2652,530.2
1262,Western Europe,Luxembourg,2021,0.63,0.4337,724.5
1263,Western Europe,Malta,2021,0.51,0.0813,191.7
1264,Western Europe,Netherlands,2021,1.42,13.0152,800.8
1265,Western Europe,Norway,2021,1.84,7.3292,1509.6
1266,Western Europe,Portugal,2021,2.07,4.6753,482.8
1267,Western Europe,Spain,2021,1.37,18.408,418.1
1268,Western Europe,Sweden,2021,1.28,7.1762,776.3
1269,Western Europe,Switzerland,2021,0.71,5.5635,658.5
1270,Western Europe,United Kingdom,2021,2.22,62.4893,1002.3
